removed_from,removed_gene,outcome,beta,se,ci_low,ci_high,p,n,patients
ox,NDUFS6,Hypoxia,0.652482938361342,0.10188965906984626,0.45278287618737845,0.8521830005353055,1.5153771260768307e-10,136,20
ox,NDUFS7,Inflamm,0.3685338063871252,0.11741704110902018,0.13840063464218666,0.5986669781320637,0.001697141799538738,136,20
ox,NDUFS7,Hypoxia,0.6483429873284917,0.10190674195298331,0.44860944331882746,0.848076531338156,1.989870357516258e-10,136,20
ox,NDUFS8,Inflamm,0.3700623264661935,0.11665590631718542,0.14142095150063153,0.5987037014317556,0.0015125992894418747,136,20
ox,NDUFS8,Hypoxia,0.6492448566086619,0.10116626875372628,0.4509626134010586,0.8475270998162653,1.384375333090311e-10,136,20
ox,NDUFV1,Inflamm,0.36908656514326377,0.11697411093466875,0.1398215205877201,0.5983516096988074,0.0016034182847883534,136,20
ox,NDUFV1,Hypoxia,0.6451183681399324,0.100872544540996,0.44741181381066775,0.842824922469197,1.601473854318695e-10,136,20
ox,NDUFV2,Inflamm,0.3712990295154709,0.1170821362476123,0.1418222592371392,0.6007757997938026,0.0015177416695682988,136,20
ox,NDUFV2,Hypoxia,0.6489675838294936,0.10213185320092696,0.44879282988134495,0.8491423377776423,2.09495923213909e-10,136,20
ox,NNT,Inflamm,0.368769738283111,0.11515418970501066,0.14307167379239702,0.5944678027738249,0.001362877690072917,136,20
ox,NNT,Hypoxia,0.6395211913838923,0.10084210261589052,0.4418743021314545,0.8371680806363301,2.2708511978336847e-10,136,20
ox,NQO2,Inflamm,0.3740257127270792,0.11528957068083054,0.14806230639956636,0.5999891190545921,0.0011776922320553525,136,20
ox,NQO2,Hypoxia,0.6488655631788867,0.098122388350758,0.45654921593434844,0.8411819104234248,3.770701962929201e-11,136,20
ox,OAT,Inflamm,0.3903758500304694,0.11452768441405065,0.16590571334616083,0.614845986714778,0.0006530386676010029,136,20
ox,OAT,Hypoxia,0.6585246274655943,0.09876353290299932,0.464951659989779,0.8520975949414096,2.5986081552017316e-11,136,20
ox,OGDH,Inflamm,0.3664279974446394,0.11642337333993955,0.13824237873969716,0.5946136161495816,0.0016474361170914634,136,20
ox,OGDH,Hypoxia,0.6401442821571631,0.1019014889858715,0.44042103377385,0.8398675305404762,3.3426324318144856e-10,136,20
ox,OPA1,Inflamm,0.37064336125895636,0.11481348683442494,0.1456130621240198,0.5956736603938929,0.001245625035130307,136,20
ox,OPA1,Hypoxia,0.6422740580621302,0.09974155819157099,0.4467841962447451,0.8377639198795154,1.1996043153549743e-10,136,20
ox,OXA1L,Inflamm,0.37436875318370344,0.11648792416791993,0.14605661718074742,0.6026808891866595,0.0013099141768982668,136,20
ox,OXA1L,Hypoxia,0.646691514448996,0.09912368169407804,0.4524126683135908,0.8409703605844012,6.841703062372877e-11,136,20
ox,PDHA1,Inflamm,0.36258483000992436,0.11682394018125683,0.1336141147225993,0.5915555452972494,0.001911260428240253,136,20
ox,PDHA1,Hypoxia,0.6324353526514495,0.101026282199772,0.43442747804791637,0.8304432272549825,3.8471301723386245e-10,136,20
ox,PDHB,Inflamm,0.37255243249458136,0.11801212833503616,0.14125291121899167,0.6038519537701711,0.001594562769204101,136,20
ox,PDHB,Hypoxia,0.6404989942724982,0.10242219328647177,0.4397551842134134,0.841242804331583,4.013091664633962e-10,136,20
ox,PDHX,Inflamm,0.36815679514215693,0.11660262334557966,0.1396198528819315,0.5966937374023824,0.0015920308914083945,136,20
ox,PDHX,Hypoxia,0.6423634159226241,0.10148648054200902,0.44345356914256145,0.8412732627026869,2.4588250189095365e-10,136,20
ox,PDK4,Inflamm,0.3612773058070826,0.11574636223778066,0.13441860447950557,0.5881360071346596,0.0018006409202940882,136,20
ox,PDK4,Hypoxia,0.6367871627122303,0.10361748592121049,0.4337006221380717,0.839873703286389,7.968340667594726e-10,136,20
ox,PDP1,Inflamm,0.37411034596740533,0.11676007266533145,0.14526480871107605,0.6029558832237346,0.0013548783909775764,136,20
ox,PDP1,Hypoxia,0.6468548128433698,0.10126891004689752,0.4483713963978242,0.8453382292889153,1.6862341935602008e-10,136,20
ox,PHB2,Inflamm,0.3677133938745214,0.11714808149875777,0.13810737327899314,0.5973194144700497,0.0016959674177975162,136,20
ox,PHB2,Hypoxia,0.6431981019075426,0.10118287102749698,0.4448833188412872,0.841512884973798,2.060154526537497e-10,136,20
ox,PHYH,Inflamm,0.3740960076421175,0.11536397568631575,0.14798677018358414,0.6002052451006508,0.001183839266377074,136,20
ox,PHYH,Hypoxia,0.6513068871543044,0.09997534803732626,0.45535880565928777,0.847254968649321,7.284727344988915e-11,136,20
ox,PMPCA,Inflamm,0.37445486281693774,0.1159029405355745,0.1472892736649242,0.6016204519689513,0.0012346052091303068,136,20
ox,PMPCA,Hypoxia,0.6447437605908632,0.09967879276403002,0.44937691675093266,0.8401106044307938,9.916800759092744e-11,136,20
ox,POLR2F,Inflamm,0.36857219907311,0.11747855103293171,0.13831847009261308,0.5988259280536069,0.0017047819056354111,136,20
ox,POLR2F,Hypoxia,0.6493804292673244,0.10220882784305965,0.44905480779287277,0.8497060507417761,2.1051517219812105e-10,136,20
ox,POR,Inflamm,0.3671264924157527,0.11522647700542123,0.14128674741969438,0.592966237411811,0.0014418997559100814,136,20
ox,POR,Hypoxia,0.6447656961378649,0.0991154273883673,0.45050302814437015,0.8390283641313597,7.758998775689589e-11,136,20
ox,PRDX3,Inflamm,0.3726885099235817,0.11711901923928021,0.14313945030993883,0.6022375695372246,0.001461937449508177,136,20
ox,PRDX3,Hypoxia,0.6395674230929373,0.10178286531180732,0.4400766728385038,0.8390581733473709,3.3072481395964126e-10,136,20
ox,RETSAT,Inflamm,0.36645449167804967,0.115876081101695,0.13934154604908508,0.5935674373070142,0.0015643749564449535,136,20
ox,RETSAT,Hypoxia,0.640268211627782,0.10000582058308388,0.4442604050405632,0.8362760182150009,1.5304406100983666e-10,136,20
ox,RHOT1,Inflamm,0.37405555944327307,0.11595158468480966,0.14679462951070002,0.6013164893758461,0.0012554944460681837,136,20
ox,RHOT1,Hypoxia,0.6469334646721547,0.09983662650058457,0.4512572723930318,0.8426096569512777,9.177058231695551e-11,136,20
ox,RHOT2,Inflamm,0.36702627782488584,0.11556869636730811,0.14051579520471696,0.5935367604450548,0.0014940961634344167,136,20
ox,RHOT2,Hypoxia,0.6436527294467013,0.10026933574415345,0.4471284426344058,0.8401770162589968,1.369581540130772e-10,136,20
ox,SDHA,Inflamm,0.3673983454436325,0.11670596432163104,0.13865885859221913,0.5961378322950458,0.001643532928242617,136,20
ox,SDHA,Hypoxia,0.6421494602530052,0.10151872859653048,0.44317640844750905,0.8411225120585014,2.5253080051053034e-10,136,20
ox,SDHB,Inflamm,0.37837169078309907,0.11624030817621997,0.15054487320587115,0.606198508360327,0.0011335978182641284,136,20
ox,SDHB,Hypoxia,0.6507808707749883,0.09963450842460651,0.4555008226454069,0.8460609189045696,6.503536556800734e-11,136,20
ox,SDHD,Inflamm,0.3794621596958616,0.1178410642438631,0.1484979178780192,0.610426401513704,0.0012813773630822641,136,20
ox,SDHD,Hypoxia,0.6471086802564092,0.10167196937655551,0.4478352820411011,0.8463820784717173,1.9570820865326572e-10,136,20
ox,SLC25A11,Inflamm,0.36736805169491993,0.11598883763697224,0.14003410731779042,0.5947019960720494,0.0015387698590217768,136,20
ox,SLC25A11,Hypoxia,0.6442753298815191,0.10071511481403556,0.446877332147193,0.8416733276158452,1.5845170132229676e-10,136,20
ox,SLC25A12,Inflamm,0.3667183115319489,0.11677407315421993,0.13784533382163222,0.5955912892422656,0.0016871230420227221,136,20
ox,SLC25A12,Hypoxia,0.6413172035196955,0.10291346835159501,0.43961051202646656,0.8430238950129243,4.6164831913583425e-10,136,20
ox,SLC25A20,Inflamm,0.37210889952393733,0.11670894470203495,0.14336357123427207,0.6008542278136026,0.0014308749920290205,136,20
ox,SLC25A20,Hypoxia,0.643707169916915,0.10190489051704979,0.44397725465500015,0.8434370851788299,2.671304531296637e-10,136,20
ox,SLC25A3,Inflamm,0.38057015899723345,0.11623191003942317,0.1527598014656645,0.6083805165288024,0.0010594984501972235,136,20
ox,SLC25A3,Hypoxia,0.649191326351557,0.09961204493977109,0.4539553058432203,0.8444273468598936,7.16332945500773e-11,136,20
ox,SLC25A5,Inflamm,0.3736780236310031,0.1163588330039865,0.145618901660079,0.6017371456019273,0.0013207702602523821,136,20
ox,SLC25A5,Hypoxia,0.6471534342501183,0.10025029315133097,0.45066647023392714,0.8436403982663094,1.0794984471598837e-10,136,20
ox,SLC25A6,Inflamm,0.37132933159641524,0.11531026539826761,0.14532536436805554,0.5973332988247749,0.0012807323349115442,136,20
ox,SLC25A6,Hypoxia,0.6499966221394111,0.10013715427077333,0.45373140625436414,0.8462618380244581,8.523257018773952e-11,136,20
ox,SUCLA2,Inflamm,0.36579512169635,0.11642108323627882,0.13761399151210366,0.5939762518805963,0.0016779765107775002,136,20
ox,SUCLA2,Hypoxia,0.634464594240653,0.10073946796677347,0.4370188652040506,0.8319103232772556,3.0136721718886147e-10,136,20
ox,SUCLG1,Inflamm,0.3665462372694219,0.11684028772264908,0.13754348138973227,0.5955489931491116,0.0017059519462762705,136,20
ox,SUCLG1,Hypoxia,0.6416132786954075,0.10172993621726396,0.44222626756001326,0.8410002898308018,2.844493987019767e-10,136,20
ox,SUPV3L1,Inflamm,0.3654899033410254,0.11539962058736469,0.1393108031602036,0.5916690035218471,0.001539317403030804,136,20
ox,SUPV3L1,Hypoxia,0.6406156633505897,0.09872003499552076,0.44712795020683527,0.8341033764943442,8.628399853990842e-11,136,20
ox,SURF1,Inflamm,0.37346064555365066,0.11548424549627104,0.14711568359917748,0.5998056075081238,0.0012212648059669446,136,20
ox,SURF1,Hypoxia,0.650720803653567,0.09826992074225567,0.4581152982351403,0.8433263090719937,3.5492323757381175e-11,136,20
ox,TCIRG1,Inflamm,0.37205362954148047,0.1147753380868594,0.14709810057782768,0.5970091585051333,0.0011886837840773305,136,20
ox,TCIRG1,Hypoxia,0.6495144213682775,0.09849967338941552,0.4564586090360647,0.8425702337004903,4.279098683450603e-11,136,20
ox,TIMM10,Inflamm,0.36811782136411497,0.1181512980864101,0.13654553238809497,0.599690110340135,0.0018354139984979845,136,20
ox,TIMM10,Hypoxia,0.640442325952673,0.10238726426752359,0.439766975512742,0.841117676392604,3.9726751359139383e-10,136,20
ox,TIMM13,Inflamm,0.36848686523809737,0.11687574054098217,0.13941462311132444,0.5975591073648703,0.0016170767645800413,136,20
ox,TIMM13,Hypoxia,0.6452875796658534,0.1015091980885349,0.44633320731278286,0.8442419520189239,2.0581631935656044e-10,136,20
ox,TIMM17A,Inflamm,0.38513762218426895,0.11640639844798356,0.15698527365620193,0.6132899707123359,0.000937768913042894,136,20
ox,TIMM17A,Hypoxia,0.6496068393450734,0.09952647071545888,0.4545385412343935,0.8446751374557532,6.711100388718037e-11,136,20
ox,TIMM50,Inflamm,0.37405110415377296,0.11560253425089134,0.1474743005004679,0.600627907807078,0.0012135961107445957,136,20
ox,TIMM50,Hypoxia,0.6472019479634001,0.10052218033021659,0.45018209486873495,0.8442218010580653,1.2073992425399053e-10,136,20
ox,TIMM8B,Inflamm,0.36832717977078233,0.11757945763154072,0.13787567749120933,0.5987786820503553,0.0017327658442043994,136,20
ox,TIMM8B,Hypoxia,0.650210390677792,0.10327254146203911,0.44779992882027586,0.8526208525353081,3.0530102733730924e-10,136,20
ox,TIMM9,Inflamm,0.3699059278165363,0.11769792951591129,0.1392222249104164,0.6005896307226563,0.0016731645945100937,136,20
ox,TIMM9,Hypoxia,0.6414065488792562,0.1016565533418055,0.44216336553684255,0.8406497322216698,2.79857860399196e-10,136,20
ox,TOMM22,Inflamm,0.3792311232882625,0.11635497272090538,0.15117956733314747,0.6072826792433774,0.0011170319601218985,136,20
ox,TOMM22,Hypoxia,0.6501770065286783,0.10092884544104355,0.45236010446302327,0.8479939085943333,1.1796022905265002e-10,136,20
ox,UQCR10,Inflamm,0.3682836017299401,0.11813101800798674,0.13675106097723355,0.5998161424826467,0.001823387721399641,136,20
ox,UQCR10,Hypoxia,0.6506820658937692,0.10211697479848186,0.4505364730785604,0.850827658708978,1.8666586708688973e-10,136,20
ox,UQCR11,Inflamm,0.3711434623057701,0.11810959309036052,0.13965291361998267,0.6026340109915576,0.0016758892355576795,136,20
ox,UQCR11,Hypoxia,0.6545693206832062,0.10234446981735791,0.4539778458243381,0.8551607955420742,1.59764504953273e-10,136,20
ox,UQCRB,Inflamm,0.3789057870150483,0.11782472073458125,0.14797357788677928,0.6098379961433174,0.0013006202799261911,136,20
ox,UQCRB,Hypoxia,0.6564173842714218,0.10171308466459456,0.4570634015723432,0.8557713669705005,1.0921096128385342e-10,136,20
ox,UQCRC1,Inflamm,0.37668740678674817,0.11572631585711993,0.14986799564328657,0.6035068179302098,0.001133984081984235,136,20
ox,UQCRC1,Hypoxia,0.6497068689789278,0.09977384747287318,0.4541537213331037,0.8452600166247519,7.4257880652455e-11,136,20
ox,UQCRC2,Inflamm,0.37313478206870254,0.11553430442591152,0.1466917064150294,0.5995778577223757,0.0012394403756135943,136,20
ox,UQCRC2,Hypoxia,0.6411340072756391,0.09952273234823013,0.44607303623008865,0.8361949783211895,1.1784241946279358e-10,136,20
ox,UQCRFS1,Inflamm,0.378766646298897,0.11535184122358555,0.1526811919502866,0.6048521006475074,0.0010249866038888336,136,20
ox,UQCRFS1,Hypoxia,0.652710779416186,0.09961948866531993,0.4574601694738628,0.8479613893585093,5.675669613707551e-11,136,20
ox,UQCRH,Inflamm,0.38293415215523197,0.11763793731992957,0.15236803179258968,0.6135002725178742,0.0011331546089202553,136,20
ox,UQCRH,Hypoxia,0.6556070828269254,0.10141391919187207,0.4568394536798007,0.85437471197405,1.0152301020515826e-10,136,20
ox,UQCRQ,Inflamm,0.37161848236946016,0.11748312241562017,0.14135579364353432,0.601881171095386,0.001560639360522973,136,20
ox,UQCRQ,Hypoxia,0.6568035185569976,0.10230205251215455,0.45629518008864933,0.8573118570253458,1.3606151039658887e-10,136,20
ox,VDAC1,Inflamm,0.3752599447643248,0.11407736919746671,0.1516724096862111,0.5988474798424385,0.0010035793242827147,136,20
ox,VDAC1,Hypoxia,0.6483013873233011,0.0982325423155469,0.45576914227502235,0.8408336323715799,4.1210158198549584e-11,136,20
ox,VDAC2,Inflamm,0.38050104890383185,0.11504845546024964,0.15501021972478204,0.6059918780828817,0.0009419617343554064,136,20
ox,VDAC2,Hypoxia,0.6544954446888657,0.09894032190041745,0.4605759771452479,0.8484149122324834,3.714193739616824e-11,136,20
ox,VDAC3,Inflamm,0.36356251011234764,0.11735185506531753,0.13355710066536094,0.5935679195593343,0.0019479522417390387,136,20
ox,VDAC3,Hypoxia,0.634045844016907,0.10161010479852971,0.43489369814644824,0.8331979898873658,4.376042044521956e-10,136,20
